action,drug,reward,terminated
185,"[('Bestatin', 5.0, 'uM')]",0.6248888888888888,False
986,"[('Tadalafil', 0.5, 'uM')]",0.6248205128205129,False
662,"[('Mebendazole', 0.5, 'uM')]",0.6247521367521367,False
458,"[('Fingolimod (hydrochloride)', 0.5, 'uM')]",0.6246495726495727,False
772,"[('Paclitaxel', 0.05, 'uM')]",0.6246495726495727,False
876,"[('Raltitrexed', 5.0, 'uM')]",0.6246495726495727,False
978,"[('Sunitinib', 5.0, 'uM')]",0.6246324786324786,False
556,"[('Indacaterol (maleate)', 0.05, 'uM')]",0.6245811965811966,False
67,"[('Aliskiren', 0.5, 'uM')]",0.6245128205128205,False
920,"[('Roxadustat', 0.5, 'uM')]",0.6244786324786324,False
686,"[('Methylthiouracil', 0.5, 'uM')]",0.6244444444444445,False
160,"[('Benproperine (phosphate)', 0.5, 'uM')]",0.6243589743589744,False
418,"[('Epirubicin (hydrochloride)', 0.05, 'uM')]",0.6242735042735043,False
670,"[('Meloxicam', 0.05, 'uM')]",0.6241709401709401,False
1063,"[('Tucatinib', 0.05, 'uM')]",0.6241196581196582,False
81,"[('Alpelisib', 0.05, 'uM')]",0.6240683760683761,False
102,"[('Arbutin', 0.05, 'uM')]",0.6240683760683761,False
823,"[('Pioglitazone', 0.05, 'uM')]",0.624051282051282,False
935,"[('Sacubitril/Valsartan', 0.5, 'uM')]",0.623965811965812,False
42,"[('Abemaciclib', 0.05, 'uM')]",0.6238974358974358,False
541,"[('IQ 1', 0.05, 'uM')]",0.6238974358974358,False
111,"[('Asciminib', 0.05, 'uM')]",0.6238632478632479,False
575,"[('Ivabradine (hydrochloride)', 0.5, 'uM')]",0.6238290598290599,False
1099,"[('Vitamin K4', 0.05, 'uM')]",0.6238290598290599,False
552,"[('Imiquimod (hydrochloride)', 5.0, 'uM')]",0.6237948717948718,False
228,"[('Cabozantinib (S-malate)', 0.05, 'uM')]",0.6237777777777778,False
422,"[('Eplerenone', 0.5, 'uM')]",0.6237777777777778,False
231,"[('Canagliflozin (hemihydrate)', 0.05, 'uM')]",0.6236752136752137,False
15,"[('5-Fluorouracil', 0.05, 'uM')]",0.6236410256410256,False
786,"[('Pemetrexed', 5.0, 'uM')]",0.6236239316239316,False
40,"[('AZD2858', 0.5, 'uM')]",0.6235384615384616,False
618,"[('Lenalidomide (hemihydrate)', 5.0, 'uM')]",0.6235042735042735,False
1135,"[('γ-Oryzanol', 0.05, 'uM')]",0.6235042735042735,False
344,"[('Demeclocycline', 0.5, 'uM')]",0.6234358974358974,False
594,"[('LB-100', 5.0, 'uM')]",0.6234188034188034,False
826,"[('Piroxicam', 0.05, 'uM')]",0.6233504273504273,False
29,"[('AT7519', 5.0, 'uM')]",0.6233333333333333,False
406,"[('Elimusertib hydrochloride', 0.05, 'uM')]",0.6233333333333333,False
30,"[('AZD-7648', 0.05, 'uM')]",0.6233162393162393,False
924,"[('Rucaparib (phosphate)', 5.0, 'uM')]",0.6232649572649573,False
91,"[('Anastrozole', 0.5, 'uM')]",0.6231794871794871,False
653,"[('ML264', 0.5, 'uM')]",0.6231452991452991,False
633,"[('Lonafarnib', 5.0, 'uM')]",0.6231282051282051,False
70,"[('Allantoin', 0.5, 'uM')]",0.623042735042735,False
168,"[('Berbamine (dihydrochloride)', 0.05, 'uM')]",0.623042735042735,False
186,"[('Betamethasone dipropionate', 0.05, 'uM')]",0.623042735042735,False
321,"[('Daidzin', 5.0, 'uM')]",0.623042735042735,False
691,"[('Minodronic acid', 0.05, 'uM')]",0.623025641025641,False
309,"[('DMSO_TF', 0.0, 'uM')]",0.6228888888888888,False
247,"[('Carbamazepine', 0.5, 'uM')]",0.6228717948717949,False
345,"[('Demeclocycline', 5.0, 'uM')]",0.6228376068376069,False
649,"[('MK-8353', 0.05, 'uM')]",0.6228376068376069,False
45,"[('Abiraterone acetate', 0.05, 'uM')]",0.6227692307692307,False
280,"[('Clonidine (hydrochloride)', 0.5, 'uM')]",0.6227521367521367,False
503,"[('Gefitinib', 0.5, 'uM')]",0.6227350427350427,False
255,"[('Cepharanthine', 0.05, 'uM')]",0.6226666666666667,False
391,"[('ETC-206', 0.05, 'uM')]",0.6226324786324786,False
598,"[('LY-2584702 (tosylate salt)', 0.05, 'uM')]",0.6226153846153846,False
626,"[('Ligustrazine', 0.5, 'uM')]",0.6225982905982905,False
61,"[('Adenosine', 0.5, 'uM')]",0.6225811965811966,False
584,"[('Ixazomib', 0.5, 'uM')]",0.6225641025641026,False
263,"[('Ciclopirox', 5.0, 'uM')]",0.6225299145299146,False
938,"[('Salicylic acid', 0.5, 'uM')]",0.6225128205128205,False
902,"[('Riluzole hydrochloride', 0.5, 'uM')]",0.6224444444444445,False
529,"[('Hexylresorcinol', 0.05, 'uM')]",0.6223931623931624,False
446,"[('Fenofibrate', 0.5, 'uM')]",0.6223418803418803,False
294,"[('Crizotinib (hydrochloride)', 0.05, 'uM')]",0.6223247863247863,False
999,"[('Temuterkib', 5.0, 'uM')]",0.6222905982905983,False
43,"[('Abemaciclib', 0.5, 'uM')]",0.6222735042735043,False
346,"[('Dexamethasone', 0.05, 'uM')]",0.6222222222222222,False
194,"[('Bicalutamide', 5.0, 'uM')]",0.6222051282051282,False
750,"[('Orlistat', 5.0, 'uM')]",0.6221709401709401,False
502,"[('Gefitinib', 0.05, 'uM')]",0.6221367521367521,False
634,"[('Loperamide (hydrochloride)', 0.05, 'uM')]",0.6221196581196582,False
860,"[('Quinestrol', 0.5, 'uM')]",0.6221025641025641,False
1024,"[('Tolcapone', 0.05, 'uM')]",0.6221025641025641,False
467,"[('Fluvoxamine (maleate)', 0.5, 'uM')]",0.622034188034188,False
165,"[('Benztropine (mesylate)', 0.05, 'uM')]",0.622017094017094,False
905,"[('Rimonabant (Hydrochloride)', 0.5, 'uM')]",0.622017094017094,False
992,"[('Tazarotene', 0.5, 'uM')]",0.6219316239316239,False
466,"[('Fluvoxamine (maleate)', 0.05, 'uM')]",0.6218461538461538,False
803,"[('Peretinoin', 0.5, 'uM')]",0.6217777777777778,False
300,"[('Cysteamine (hydrochloride)', 0.05, 'uM')]",0.6216752136752137,False
822,"[('Pimozide', 5.0, 'uM')]",0.6216581196581197,False
705,"[('NG25', 5.0, 'uM')]",0.6215897435897436,False
1098,"[('Vismodegib', 5.0, 'uM')]",0.6215897435897436,False
189,"[('Bexarotene', 0.05, 'uM')]",0.6215384615384616,False
297,"[('Cyclosporin A', 0.05, 'uM')]",0.6215213675213676,False
114,"[('Aspirin', 0.05, 'uM')]",0.6214700854700854,False
918,"[('Rosiglitazone', 5.0, 'uM')]",0.6214700854700854,False
937,"[('Salicylic acid', 0.05, 'uM')]",0.6214017094017095,False
433,"[('Esmolol (hydrochloride)', 0.05, 'uM')]",0.6213504273504273,False
726,"[('Niclosamide (olamine)', 5.0, 'uM')]",0.6212820512820513,False
906,"[('Rimonabant (Hydrochloride)', 5.0, 'uM')]",0.6212307692307693,False
367,"[('Diphenhydramine', 0.05, 'uM')]",0.6211794871794871,False
1104,"[('Volasertib', 5.0, 'uM')]",0.6211794871794871,False
712,"[('Naproxen', 0.05, 'uM')]",0.6211452991452991,False
980,"[('TAK-733', 0.5, 'uM')]",0.6211111111111112,False
977,"[('Sunitinib', 0.5, 'uM')]",0.620991452991453,False
250,"[('Carbidopa (monohydrate)', 0.5, 'uM')]",0.620974358974359,False
26,"[('APTO-253', 5.0, 'uM')]",0.620957264957265,False
704,"[('NG25', 0.5, 'uM')]",0.620957264957265,False
173,"[('Berbamine', 5.0, 'uM')]",0.620940170940171,False
915,"[('Ropivacaine (hydrochloride monohydrate)', 5.0, 'uM')]",0.6209230769230769,False
1108,"[('Vortioxetine', 0.05, 'uM')]",0.6208205128205129,False
369,"[('Diphenhydramine', 5.0, 'uM')]",0.6208034188034188,False
475,"[('Fostamatinib (disodium hexahydrate)', 0.05, 'uM')]",0.6207521367521367,False
397,"[('Econazole', 0.05, 'uM')]",0.6207179487179487,False
566,"[('Irinotecan (hydrochloride)', 0.5, 'uM')]",0.6207008547008547,False
82,"[('Alpelisib', 0.5, 'uM')]",0.6206495726495727,False
258,"[('Chlorhexidine (diacetate)', 0.05, 'uM')]",0.6206324786324786,False
463,"[('Flutamide', 0.05, 'uM')]",0.6206324786324786,False
531,"[('Hexylresorcinol', 5.0, 'uM')]",0.6206324786324786,False
4,"[('(S)-Crizotinib', 0.5, 'uM')]",0.6205299145299146,False
605,"[('Lactate (calcium)', 0.5, 'uM')]",0.6204786324786324,False
447,"[('Fenofibrate', 5.0, 'uM')]",0.6204273504273504,False
620,"[('Levobupivacaine (hydrochloride)', 0.5, 'uM')]",0.6203589743589744,False
151,"[('Belumosudil', 0.5, 'uM')]",0.6203076923076922,False
336,"[('Darolutamide', 5.0, 'uM')]",0.6201709401709401,False
149,"[('Belumosudil (mesylate)', 5.0, 'uM')]",0.6201196581196582,False
487,"[('Fusidic acid', 0.05, 'uM')]",0.6200683760683761,False
98,"[('Apalutamide', 5.0, 'uM')]",0.620017094017094,False
237,"[('Capivasertib', 0.05, 'uM')]",0.62,False
439,"[('Everolimus', 0.05, 'uM')]",0.6199316239316239,False
970,"[('Sulfatinib', 0.05, 'uM')]",0.6198974358974358,False
278,"[('Clofarabine', 5.0, 'uM')]",0.6198803418803418,False
729,"[('Nimesulide', 5.0, 'uM')]",0.6198803418803418,False
774,"[('Paclitaxel', 5.0, 'uM')]",0.6198461538461538,False
342,"[('Delamanid', 5.0, 'uM')]",0.6198290598290599,False
736,"[('Olanzapine', 0.05, 'uM')]",0.6197948717948718,False
480,"[('Fulvestrant', 5.0, 'uM')]",0.6197264957264957,False
567,"[('Irinotecan (hydrochloride)', 5.0, 'uM')]",0.6197264957264957,False
343,"[('Demeclocycline', 0.05, 'uM')]",0.6196752136752137,False
828,"[('Piroxicam', 5.0, 'uM')]",0.6196752136752137,False
270,"[('Citalopram (hydrobromide)', 0.05, 'uM')]",0.6196581196581197,False
754,"[('Osimertinib (mesylate)', 0.05, 'uM')]",0.6196239316239316,False
450,"[('Ferulic acid', 5.0, 'uM')]",0.6195555555555556,False
656,"[('Macitentan', 0.5, 'uM')]",0.6195555555555556,False
172,"[('Berbamine', 0.5, 'uM')]",0.6195213675213675,False
679,"[('Methyl aminolevulinate (hydrochloride)', 0.05, 'uM')]",0.6195213675213675,False
951,"[('Sildenafil', 5.0, 'uM')]",0.6195213675213675,False
989,"[('Talc', 0.5, 'uM')]",0.6195213675213675,False
33,"[('AZD-8055', 0.05, 'uM')]",0.6195042735042735,False
728,"[('Nimesulide', 0.5, 'uM')]",0.6194700854700854,False
243,"[('Captopril', 0.05, 'uM')]",0.6194529914529914,False
46,"[('Abiraterone acetate', 0.5, 'uM')]",0.6193504273504273,False
484,"[('Furosemide', 0.05, 'uM')]",0.6193504273504273,False
811,"[('Phenylephrine (hydrochloride)', 0.05, 'uM')]",0.6193162393162392,False
225,"[('CP21R7', 0.05, 'uM')]",0.6192649572649573,False
1047,"[('Tranilast', 5.0, 'uM')]",0.6192649572649573,False
331,"[('Darinaparsin', 0.05, 'uM')]",0.6192478632478633,False
60,"[('Adenosine', 0.05, 'uM')]",0.6192136752136752,False
174,"[('Berberine (chloride hydrate)', 0.05, 'uM')]",0.6191965811965812,False
850,"[('Proglumide', 0.05, 'uM')]",0.6191965811965812,False
888,"[('Relugolix', 5.0, 'uM')]",0.6191965811965812,False
246,"[('Carbamazepine', 0.05, 'uM')]",0.6191623931623932,False
891,"[('Resveratrol', 5.0, 'uM')]",0.6191623931623932,False
577,"[('Ivermectin', 0.05, 'uM')]",0.6191111111111112,False
73,"[('Allopurinol', 0.5, 'uM')]",0.619059829059829,False
572,"[('Isocorydine', 0.5, 'uM')]",0.619059829059829,False
71,"[('Allantoin', 5.0, 'uM')]",0.619042735042735,False
415,"[('Entrectinib', 0.05, 'uM')]",0.619025641025641,False
835,"[('Ponatinib', 0.05, 'uM')]",0.619025641025641,False
315,"[('DTP3', 5.0, 'uM')]",0.618991452991453,False
236,"[('Canagliflozin', 5.0, 'uM')]",0.6188717948717949,False
254,"[('Celecoxib', 5.0, 'uM')]",0.6188717948717949,False
904,"[('Rimonabant (Hydrochloride)', 0.05, 'uM')]",0.6188717948717949,False
1130,"[('venetoclax', 0.5, 'uM')]",0.6187692307692307,False
350,"[('Dexmedetomidine', 0.5, 'uM')]",0.6187521367521367,False
589,"[('L-Thyroxine (sodium salt pentahydrate)', 0.05, 'uM')]",0.6187521367521367,False
414,"[('Entecavir (monohydrate)', 5.0, 'uM')]",0.6187179487179487,False
806,"[('Perindopril (erbumine)', 0.5, 'uM')]",0.6187179487179487,False
856,"[('Pyridoxine', 0.05, 'uM')]",0.6186837606837607,False
72,"[('Allopurinol', 0.05, 'uM')]",0.6186666666666667,False
171,"[('Berbamine', 0.05, 'uM')]",0.6186324786324786,False
481,"[('Fumaric acid', 0.05, 'uM')]",0.6186324786324786,False
885,"[('Regorafenib', 5.0, 'uM')]",0.6185811965811966,False
385,"[('Drospirenone', 0.05, 'uM')]",0.6185641025641025,False
812,"[('Phenylephrine (hydrochloride)', 0.5, 'uM')]",0.6185641025641025,False
161,"[('Benproperine (phosphate)', 5.0, 'uM')]",0.6185470085470086,False
660,"[('Malotilate', 5.0, 'uM')]",0.6185128205128205,False
1093,"[('Vinblastine (sulfate)', 0.05, 'uM')]",0.6184957264957265,False
1054,"[('Trifluridine', 0.05, 'uM')]",0.6184786324786324,False
892,"[('Retinoic acid', 0.05, 'uM')]",0.6183931623931624,False
991,"[('Tazarotene', 0.05, 'uM')]",0.6183760683760684,False
766,"[('PF-06260933', 0.05, 'uM')]",0.6181709401709401,False
1103,"[('Volasertib', 0.5, 'uM')]",0.6181709401709401,False
886,"[('Relugolix', 0.05, 'uM')]",0.6181025641025641,False
358,"[('Dihydroartemisinin', 0.05, 'uM')]",0.618017094017094,False
685,"[('Methylthiouracil', 0.05, 'uM')]",0.618017094017094,False
10,"[('4EGI-1', 0.5, 'uM')]",0.617948717948718,False
1048,"[('Triamcinolone', 0.05, 'uM')]",0.617948717948718,False
251,"[('Carbidopa (monohydrate)', 5.0, 'uM')]",0.6178974358974358,False
760,"[('Oxaliplatin', 0.05, 'uM')]",0.6178803418803418,False
1109,"[('Vortioxetine', 0.5, 'uM')]",0.6178803418803418,False
1031,"[('Tomivosertib', 0.5, 'uM')]",0.6178632478632479,False
392,"[('ETC-206', 0.5, 'uM')]",0.6178290598290599,False
1051,"[('Triclosan', 0.05, 'uM')]",0.6178290598290599,False
195,"[('Bimatoprost', 0.05, 'uM')]",0.6177777777777778,False
890,"[('Resveratrol', 0.5, 'uM')]",0.6177777777777778,False
1121,"[('crizotinib', 0.5, 'uM')]",0.6177606837606837,False
154,"[('Belzutifan', 0.5, 'uM')]",0.6177264957264957,False
791,"[('Penfluridol', 0.5, 'uM')]",0.6177264957264957,False
101,"[('Aprepitant', 5.0, 'uM')]",0.6176581196581197,False
122,"[('Atazanavir (sulfate)', 5.0, 'uM')]",0.6176410256410256,False
307,"[('Cytarabine', 0.5, 'uM')]",0.6176068376068375,False
1021,"[('Tofacitinib', 0.05, 'uM')]",0.6174871794871795,False
555,"[('Imiquimod (maleate)', 5.0, 'uM')]",0.6174529914529914,False
804,"[('Peretinoin', 5.0, 'uM')]",0.6174017094017095,False
177,"[('Bergenin', 0.05, 'uM')]",0.6173675213675214,False
196,"[('Bimatoprost', 0.5, 'uM')]",0.6173675213675214,False
925,"[('Rutin (trihydrate)', 0.05, 'uM')]",0.6173675213675214,False
1059,"[('Trimetrexate', 5.0, 'uM')]",0.6172649572649573,False
996,"[('Temsirolimus', 5.0, 'uM')]",0.6172478632478633,False
1075,"[('Valdecoxib', 0.05, 'uM')]",0.6172478632478633,False
143,"[('Balsalazide (sodium hydrate)', 5.0, 'uM')]",0.6171111111111112,False
169,"[('Berbamine (dihydrochloride)', 0.5, 'uM')]",0.6171111111111112,False
320,"[('Daidzin', 0.5, 'uM')]",0.6171111111111112,False
616,"[('Lenalidomide (hemihydrate)', 0.05, 'uM')]",0.6170940170940171,False
84,"[('Altretamine', 0.05, 'uM')]",0.617042735042735,False
138,"[('Baicalin', 0.05, 'uM')]",0.617008547008547,False
664,"[('Medroxyprogesterone acetate', 0.05, 'uM')]",0.616991452991453,False
702,"[('Mozavaptan', 5.0, 'uM')]",0.616974358974359,False
907,"[('Rimonabant', 0.05, 'uM')]",0.6169059829059829,False
597,"[('LJI308', 5.0, 'uM')]",0.6168888888888888,False
1092,"[('Vilanterol', 5.0, 'uM')]",0.6168888888888888,False
306,"[('Cytarabine', 0.05, 'uM')]",0.6168547008547008,False
482,"[('Fumaric acid', 0.5, 'uM')]",0.6168547008547008,False
895,"[('Ribociclib', 0.05, 'uM')]",0.6168547008547008,False
166,"[('Benztropine (mesylate)', 0.5, 'uM')]",0.6168034188034188,False
62,"[('Adenosine', 5.0, 'uM')]",0.6167521367521367,False
95,"[('Anethole trithione', 5.0, 'uM')]",0.6167521367521367,False
629,"[('Lipoic acid', 0.5, 'uM')]",0.6167008547008548,False
1118,"[('c-Kit-IN-1', 0.5, 'uM')]",0.6166837606837607,False
635,"[('Loperamide (hydrochloride)', 0.5, 'uM')]",0.6166153846153846,False
610,"[('Larotrectinib sulfate', 0.05, 'uM')]",0.6165641025641025,False
550,"[('Imiquimod (hydrochloride)', 0.05, 'uM')]",0.6165470085470086,False
825,"[('Pioglitazone', 5.0, 'uM')]",0.6165299145299146,False
944,"[('Saquinavir', 0.5, 'uM')]",0.6164615384615384,False
104,"[('Arbutin', 5.0, 'uM')]",0.6164273504273504,False
216,"[('Brivudine', 0.05, 'uM')]",0.6163589743589744,False
187,"[('Betamethasone dipropionate', 0.5, 'uM')]",0.6162905982905983,False
337,"[('Decitabine', 0.05, 'uM')]",0.6162393162393163,False
722,"[('Nevirapine', 0.5, 'uM')]",0.6162393162393163,False
834,"[('Plicamycin', 5.0, 'uM')]",0.6162393162393163,False
1111,"[('XRK3F2', 0.05, 'uM')]",0.6162051282051282,False
718,"[('Neratinib', 0.05, 'uM')]",0.6161709401709401,False
37,"[('AZD1390', 0.5, 'uM')]",0.6161367521367521,False
777,"[('Palmatine (chloride)', 5.0, 'uM')]",0.6161196581196582,False
651,"[('MK-8353', 5.0, 'uM')]",0.6161025641025641,False
476,"[('Fostamatinib (disodium hexahydrate)', 0.5, 'uM')]",0.6160854700854701,False
853,"[('Pyridoxine (hydrochloride)', 0.05, 'uM')]",0.6160683760683761,False
1105,"[('Voriconazole', 0.05, 'uM')]",0.616017094017094,False
233,"[('Canagliflozin (hemihydrate)', 5.0, 'uM')]",0.616,False
1072,"[('Uridine', 0.05, 'uM')]",0.615965811965812,False
637,"[('Lopinavir', 0.05, 'uM')]",0.615948717948718,False
330,"[('Daptomycin', 5.0, 'uM')]",0.6159145299145299,False
606,"[('Lactate (calcium)', 5.0, 'uM')]",0.6158632478632479,False
1053,"[('Triclosan', 5.0, 'uM')]",0.6158119658119658,False
800,"[('Pentoxifylline', 0.5, 'uM')]",0.6157948717948718,False
444,"[('Fedratinib (hydrochloride hydrate)', 5.0, 'uM')]",0.6157606837606837,False
18,"[('8-Hydroxyquinoline', 0.05, 'uM')]",0.6157264957264957,False
1114,"[('Zileuton', 0.05, 'uM')]",0.6157094017094017,False
22,"[('9-ING-41', 0.5, 'uM')]",0.6156752136752137,False
340,"[('Delamanid', 0.05, 'uM')]",0.6156410256410256,False
899,"[('Rifaximin', 0.5, 'uM')]",0.6156410256410256,False
512,"[('Glasdegib', 0.5, 'uM')]",0.6156239316239316,False
539,"[('Hydroxyurea', 0.5, 'uM')]",0.6156239316239316,False
1046,"[('Tranilast', 0.5, 'uM')]",0.6155213675213675,False
693,"[('Minodronic acid', 5.0, 'uM')]",0.6155042735042735,False
720,"[('Neratinib', 5.0, 'uM')]",0.6155042735042735,False
753,"[('Ornidazole', 5.0, 'uM')]",0.6155042735042735,False
650,"[('MK-8353', 0.5, 'uM')]",0.6154188034188034,False
898,"[('Rifaximin', 0.05, 'uM')]",0.6154188034188034,False
608,"[('Lapatinib ditosylate', 0.5, 'uM')]",0.6153675213675214,False
580,"[('Ixazomib citrate', 0.05, 'uM')]",0.6153504273504273,False
457,"[('Fingolimod (hydrochloride)', 0.05, 'uM')]",0.6152991452991453,False
495,"[('GSK1059615', 5.0, 'uM')]",0.6152991452991453,False
535,"[('Hydroxyfasudil', 0.05, 'uM')]",0.6152820512820513,False
607,"[('Lapatinib ditosylate', 0.05, 'uM')]",0.6152478632478633,False
333,"[('Darinaparsin', 5.0, 'uM')]",0.6151282051282052,False
788,"[('Pemigatinib', 0.5, 'uM')]",0.6151282051282052,False
1123,"[('olaparib', 0.05, 'uM')]",0.6150769230769231,False
930,"[('S-Adenosyl-L-methionine (disulfate tosylate)', 5.0, 'uM')]",0.615059829059829,False
288,"[('Cloxacillin (sodium)', 0.05, 'uM')]",0.614957264957265,False
675,"[('Menadione', 5.0, 'uM')]",0.614940170940171,False
318,"[('Dabrafenib', 5.0, 'uM')]",0.6149230769230769,False
25,"[('APTO-253', 0.5, 'uM')]",0.6148717948717949,False
375,"[('Docetaxel', 5.0, 'uM')]",0.6148717948717949,False
221,"[('Budesonide', 5.0, 'uM')]",0.6147692307692307,False
474,"[('Folic acid', 5.0, 'uM')]",0.6146666666666667,False
829,"[('Pitavastatin (Calcium)', 0.05, 'uM')]",0.6146666666666667,False
1129,"[('venetoclax', 0.05, 'uM')]",0.6146324786324786,False
628,"[('Lipoic acid', 0.05, 'uM')]",0.6146153846153846,False
833,"[('Plicamycin', 0.5, 'uM')]",0.6146153846153846,False
284,"[('Clopidogrel', 5.0, 'uM')]",0.6145982905982905,False
21,"[('9-ING-41', 0.05, 'uM')]",0.6145811965811966,False
471,"[('Fluvoxamine', 5.0, 'uM')]",0.6145811965811966,False
968,"[('Sonidegib', 0.5, 'uM')]",0.6144786324786324,False
741,"[('Oleic acid', 5.0, 'uM')]",0.6144102564102565,False
432,"[('Erythromycin', 5.0, 'uM')]",0.6143931623931624,False
492,"[('Futibatinib', 5.0, 'uM')]",0.6143760683760684,False
732,"[('Norepinephrine (hydrochloride)', 5.0, 'uM')]",0.6142735042735044,False
249,"[('Carbidopa (monohydrate)', 0.05, 'uM')]",0.6142393162393163,False
354,"[('Diammonium Glycyrrhizinate', 5.0, 'uM')]",0.6141880341880341,False
1017,"[('Tirabrutinib', 5.0, 'uM')]",0.6141880341880341,False
459,"[('Fingolimod (hydrochloride)', 5.0, 'uM')]",0.6141367521367521,False
351,"[('Dexmedetomidine', 5.0, 'uM')]",0.614017094017094,False
761,"[('Oxaliplatin', 0.5, 'uM')]",0.613965811965812,False
451,"[('Filgotinib', 0.05, 'uM')]",0.6139316239316239,False
972,"[('Sulfatinib', 5.0, 'uM')]",0.6139316239316239,False
571,"[('Isocorydine', 0.05, 'uM')]",0.6138974358974358,False
108,"[('Artesunate', 0.05, 'uM')]",0.6138461538461538,False
1110,"[('Vortioxetine', 5.0, 'uM')]",0.6138461538461538,False
883,"[('Regorafenib', 0.05, 'uM')]",0.6137948717948718,False
1127,"[('palbociclib', 0.5, 'uM')]",0.6137948717948718,False
429,"[('Erlotinib', 5.0, 'uM')]",0.6137264957264957,False
1088,"[('Verteporfin', 0.5, 'uM')]",0.6137094017094017,False
897,"[('Ribociclib', 5.0, 'uM')]",0.6136581196581197,False
324,"[('Dapagliflozin ((2S)-1,2-propanediol, hydrate)', 5.0, 'uM')]",0.6136239316239316,False
759,"[('Ouabain (Octahydrate)', 5.0, 'uM')]",0.6136068376068375,False
640,"[('Lucanthone', 0.05, 'uM')]",0.6135726495726496,False
1029,"[('Tolmetin', 5.0, 'uM')]",0.6135384615384616,False
504,"[('Gefitinib', 5.0, 'uM')]",0.6135042735042735,False
945,"[('Saquinavir', 5.0, 'uM')]",0.6135042735042735,False
1096,"[('Vismodegib', 0.05, 'uM')]",0.6134700854700854,False
110,"[('Artesunate', 5.0, 'uM')]",0.6134529914529915,False
69,"[('Allantoin', 0.05, 'uM')]",0.6134188034188034,False
868,"[('Radotinib', 0.05, 'uM')]",0.6134188034188034,False
901,"[('Riluzole hydrochloride', 0.05, 'uM')]",0.6133504273504273,False
13,"[('5-Azacytidine', 0.5, 'uM')]",0.6133333333333333,False
1049,"[('Triamcinolone', 0.5, 'uM')]",0.6133333333333333,False
745,"[('Omeprazole', 0.05, 'uM')]",0.6132991452991453,False
113,"[('Asciminib', 5.0, 'uM')]",0.6132307692307692,False
515,"[('Glycyrrhizic acid', 0.5, 'uM')]",0.6132307692307692,False
595,"[('LJI308', 0.05, 'uM')]",0.6130940170940171,False
364,"[('Dinaciclib', 0.05, 'uM')]",0.6130769230769231,False
765,"[('Oxaprozin', 5.0, 'uM')]",0.612991452991453,False
199,"[('Bimiralisib', 0.5, 'uM')]",0.612974358974359,False
793,"[('Pentagastrin', 0.05, 'uM')]",0.612957264957265,False
1018,"[('Tofacitinib (citrate)', 0.05, 'uM')]",0.612957264957265,False
884,"[('Regorafenib', 0.5, 'uM')]",0.612940170940171,False
360,"[('Dihydroartemisinin', 5.0, 'uM')]",0.6129230769230769,False
178,"[('Bergenin', 0.5, 'uM')]",0.6128717948717949,False
17,"[('5-Fluorouracil', 5.0, 'uM')]",0.6128547008547008,False
64,"[('Afatinib', 0.5, 'uM')]",0.6127350427350428,False
245,"[('Captopril', 5.0, 'uM')]",0.6127008547008548,False
1008,"[('Thymol', 5.0, 'uM')]",0.6125811965811966,False
281,"[('Clonidine (hydrochloride)', 5.0, 'uM')]",0.6124786324786324,False
468,"[('Fluvoxamine (maleate)', 5.0, 'uM')]",0.6124615384615384,False
690,"[('Mifepristone', 5.0, 'uM')]",0.6124615384615384,False
170,"[('Berbamine (dihydrochloride)', 5.0, 'uM')]",0.6124273504273504,False
308,"[('Cytarabine', 5.0, 'uM')]",0.6124273504273504,False
79,"[('Almonertinib (mesylate)', 0.5, 'uM')]",0.6123589743589744,False
612,"[('Larotrectinib sulfate', 5.0, 'uM')]",0.6123589743589744,False
155,"[('Belzutifan', 5.0, 'uM')]",0.6123247863247863,False
472,"[('Folic acid', 0.05, 'uM')]",0.6123076923076923,False
405,"[('Elagolix sodium', 5.0, 'uM')]",0.6122564102564103,False
328,"[('Daptomycin', 0.05, 'uM')]",0.6122222222222222,False
783,"[('Pasireotide (acetate)', 5.0, 'uM')]",0.6122222222222222,False
859,"[('Quinestrol', 0.05, 'uM')]",0.6122222222222222,False
14,"[('5-Azacytidine', 5.0, 'uM')]",0.6122051282051282,False
456,"[('Finasteride', 5.0, 'uM')]",0.6121367521367521,False
35,"[('AZD-8055', 5.0, 'uM')]",0.6121196581196582,False
1026,"[('Tolcapone', 5.0, 'uM')]",0.6121196581196582,False
153,"[('Belzutifan', 0.05, 'uM')]",0.6120854700854701,False
921,"[('Roxadustat', 5.0, 'uM')]",0.6120854700854701,False
593,"[('LB-100', 0.5, 'uM')]",0.612068376068376,False
900,"[('Rifaximin', 5.0, 'uM')]",0.612017094017094,False
1015,"[('Tirabrutinib', 0.05, 'uM')]",0.612017094017094,False
1020,"[('Tofacitinib (citrate)', 5.0, 'uM')]",0.611965811965812,False
506,"[('Gemcitabine', 0.5, 'uM')]",0.6119316239316239,False
912,"[('Ritonavir', 5.0, 'uM')]",0.6118461538461539,False
683,"[('Methylprednisolone succinate', 0.5, 'uM')]",0.6118119658119658,False
880,"[('Rapamycin', 0.05, 'uM')]",0.6117948717948718,False
253,"[('Celecoxib', 0.5, 'uM')]",0.6117777777777778,False
1137,"[('γ-Oryzanol', 5.0, 'uM')]",0.6117606837606837,False
689,"[('Mifepristone', 0.5, 'uM')]",0.6117435897435897,False
676,"[('Methotrexate', 0.05, 'uM')]",0.6117264957264957,False
